Data; Przewoznik; Czy_przesiadka; Cena; Godzina_odlotu; Kraj_odlotu; Miejsce_odlotu; Godzina_przylotu; Miejsce_przylotu
30/10/19; Eurowings; 0; 29.99; 14:15; Greece; Athens ATH; 16:05; London LTNLondon (Luton) LTN
08/05/19; Eurowings; 1; 29.99; 22:40; London LTNLondon (Luton) LTN; 04:25; Athens ATH
08/05/19; Eurowings; 1; 29.99; 00 At; Greece; ens ATH; 04:25; Athens ATH W64469
14/05/19; Ryanair; 1; 28.99; 30 Kr; Greece; kow KRK; 20:25; Krakow KRK FR2610
27/05/19; Wizz Air; 0; 31.20; 50 Co; Greece; fu CFU; 14:55; Athens ATH FR2611
04/06/19; Ryanair; 0; 30.59; 20:10; Greece; Milan MXPMilan (Malpensa) MXP; 16:45; Milan MXPMilan (Malpensa) MXP U22948
27/10/19; Ryanair; 0; 30.73; 06:00; Greece; Berlin TXLBerlin (Tegel) TXL; 09:25; Corfu CFU
31/10/19; easyJet; 0; 13.68; 18:05; Greece; Athens ATH; 20:05; Berlin SXFBerlin (Schonefeld) SXF
08/05/19; Ryanair; 1; 9.99; 17:00; Berlin SXFBerlin (Schonefeld) SXF; 20:55; Athens ATH
08/05/19; Ryanair; 1; 17.99; 40 At; Greece; ens ATH; 20:55; Athens ATH U24613
12/05/19; Ryanair; 1; 19.99; 30 Nu; Greece; rnberg NUE; 12:25; Nuernberg NUE FR6441
09/10/19; easyJet; 1; 23.20; 50 Co; fu CFU; 10:15; Athens ATH FR6440
09/10/19; Ryanair; 1; 34.67; 15:50; Greece; Corfu CFU; 22:55; Vienna VIE
16/10/19; Ryanair; 1; 28.99; 30 Vi; Greece; nna VIE; 22:55; Vienna VIE W62848
27/10/19; easyJet; 0; 13.68; 35 Mi; Greece; onos JMK; 08:20; Corfu CFU OE1034
04/11/19; Wizz Air; 0; 14.99; 14:15; Greece; Geneva GVA; 12:30; Geneva GVA U21578
22/08/19; Laudamotion; 0; 14.99; 15:15; Greece; Manchester MAN; 21:20; Mikonos JMK
29/08/19; easyJet; 0; 16.21; 15:25; Greece; Thessaloni SKG; 17:50; Tel Aviv-Y TLVTel Aviv-Yafo (Ben Gurion) TLV
07/05/19; easyJet; 1; 9.86; 20:45; Tel Aviv-Y TLVTel Aviv-Yafo (Ben Gurion) TLV; 23:10; Thessaloni SKG
07/05/19; easyJet; 1; 18.69; 55 Co; Greece; fu CFU; 23:10; Thessaloni SKG FR5526
15/05/19; Ryanair; 1; 35.69; 40 Be; Greece; lin TXLBerlin (Tegel) TXL; 12:45; Berlin TXLBerlin (Tegel) TXL U25936
08/05/19; Ryanair; 0; 29.57; 35 Ke; Greece; alonia EFL; 10:15; Corfu CFU U25935
14/05/19; easyJet; 1; 20.75; 18:50; Manchester MAN; 13:20; Manchester MAN U21992
14/05/19; easyJet; 1; 25.22; 00 Be; Greece; lin TXLBerlin (Tegel) TXL; 21:45; Berlin TXLBerlin (Tegel) TXL U21895
30/05/19; easyJet; 1; 13.68; 35 Co; Greece; fu CFU; 09:45; Kefalonia EFL FR355
04/06/19; easyJet; 1; 17.52; 30 Lo; don LTNLondon (Luton) LTN; 14:45; London LTNLondon (Luton) LTN U22372
04/06/19; Ryanair; 1; 14.99; 15:30; Greece; London LTNLondon (Luton) LTN; 23:30; Corfu CFU
11/10/19; easyJet; 1; 18.23; 30 Th; Greece; ssaloni SKG; 23:30; Corfu CFU FR5154
15/10/19; Ryanair; 0; 15.02; 30 Ba; Greece; el-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL; 18:00; Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U21110
16/05/19; Ryanair; 1; 12.99; 19:30; Budapest BUD; 12:10; Budapest BUD U21233
16/05/19; easyJet; 1; 18.23; 10 Mi; Greece; onos JMK; 22:10; Thessaloni SKG FR5250
22/05/19; easyJet; 1; 9.18; 35 Lo; Greece; don LTNLondon (Luton) LTN; 16:05; London LTNLondon (Luton) LTN U22188
30/06/19; Ryanair; 0; 19.28; 25 Mi; Greece; onos JMK; 13:30; Mikonos JMK U22187
08/07/19; easyJet; 0; 25.30; 21:30; Greece; Milan MXPMilan (Malpensa) MXP; 12:05; Milan MXPMilan (Malpensa) MXP U22952
09/10/19; easyJet; 1; 23.36; 19:10; Vienna VIE; 22:25; Mikonos JMK
09/10/19; easyJet; 1; 13.68; 05 Co; Greece; fu CFU; 22:25; Mikonos JMK OE1068
15/10/19; Wizz Air; 1; 14.99; 40 Na; Greece; les NAP; 10:15; Naples NAP U24844
18/06/19; Laudamotion; 0; 19.99; 25 Mi; Greece; onos JMK; 17:45; Corfu CFU U24843
25/06/19; easyJet; 0; 18.23; 17:25; Greece; Milan MXPMilan (Malpensa) MXP; 12:05; Milan MXPMilan (Malpensa) MXP U22952
15/05/19; easyJet; 1; 31.41; 07:35; London LTNLondon (Luton) LTN; 13:30; Mikonos JMK
15/05/19; easyJet; 1; 13.68; 45 Ka; Greece; amata KLX; 13:30; Mikonos JMK U22187
21/05/19; easyJet; 1; 12.73; 05 Ma; Greece; chester MAN; 14:50; Manchester MAN U21900
03/05/19; easyJet; 0; 23.36; 50 Co; Greece; fu CFU; 12:00; Kalamata KLX U21899
08/05/19; easyJet; 1; 25.30; 21:50; Milan MXPMilan (Malpensa) MXP; 16:45; Milan MXPMilan (Malpensa) MXP U22948
08/05/19; easyJet; 1; 24.53; 30 Lo; Greece; don STNLondon (Stansted) STN; 22:55; London STNLondon (Stansted) STN FR8737
15/05/19; easyJet; 1; 13.68; 15:30; Greece; Frankfurt FRA; 10:05; Frankfurt FRA FR1687
22/05/19; Ryanair; 1; 4.99; 14:30; Mikonos JMK; 16:25; London LGWLondon (Gatwick) LGW
22/05/19; Ryanair; 1; 17.33; 55 Lo; Greece; don LGWLondon (Gatwick) LGW; 16:25; London LGWLondon (Gatwick) LGW U28156
29/04/19; Ryanair; 1; 14.99; 19:10; Greece; Vienna VIE; 10:05; Vienna VIE U28955
04/05/19; easyJet; 0; 13.68; 15:40; Greece; Mikonos JMK; 22:55; London STNLondon (Stansted) STN
22/08/19; easyJet; 0; 17.52; 35 Lo; Greece; don STNLondon (Stansted) STN; 22:55; London STNLondon (Stansted) STN FR8737
29/08/19; Laudamotion; 1; 19.99; 19:10; Vienna VIE; 11:40; Vienna VIE OE1315
29/08/19; easyJet; 1; 14.69; 45 Ko; Greece;  KGS; 22:25; Mikonos JMK OE1068
07/05/19; Ryanair; 1; 4.99; 30 Be; Greece; lin TXLBerlin (Tegel) TXL; 15:50; Berlin TXLBerlin (Tegel) TXL FR252
14/05/19; Laudamotion; 0; 11.55; 55 Co; Greece; fu CFU; 17:50; Kos KGS U25789
08/05/19; Laudamotion; 1; 19.99; 05 Be; lin TXLBerlin (Tegel) TXL; 12:45; Berlin TXLBerlin (Tegel) TXL U25936
08/05/19; Ryanair; 1; 12.99; 06:05; Greece; Berlin TXLBerlin (Tegel) TXL; 14:55; Corfu CFU
14/05/19; easyJet; 1; 38.35; 00 Co; Greece; fu CFU; 14:55; Corfu CFU U22947
15/05/19; easyJet; 1; 20.75; 45 Be; lin SXFBerlin (Schonefeld) SXF; 13:30; Berlin SXFBerlin (Schonefeld) SXF U24732
15/05/19; Ryanair; 1; 17.99; 07:45; Greece; Berlin SXFBerlin (Schonefeld) SXF; 11:20; Corfu CFU
21/05/19; easyJet; 1; 12.73; 15:50; Greece; Corfu CFU; 22:40; Berlin SXFBerlin (Schonefeld) SXF
09/05/19; easyJet; 0; 25.30; 45 Be; Greece; lin SXFBerlin (Schonefeld) SXF; 22:40; Berlin SXFBerlin (Schonefeld) SXF U24676
15/05/19; easyJet; 1; 26.74; 10 Ke; alonia EFL; 11:20; Corfu CFU U24731
15/05/19; easyJet; 1; 13.68; 10:10; Greece; Kefalonia EFL; 18:45; Frankfurt FRA
18/10/19; easyJet; 1; 11.72; 50 Fr; Greece; nkfurt FRA; 18:45; Frankfurt FRA U25553
23/10/19; easyJet; 0; 26.74; 30 Co; Greece; fu CFU; 19:30; Kefalonia EFL FR4366
30/05/19; Ryanair; 0; 14.99; 10 Bu; Greece; apest BUD; 17:10; Budapest BUD FR8053
05/06/19; easyJet; 1; 24.21; 12:15; Milan MXPMilan (Malpensa) MXP; 07:55; Milan MXPMilan (Malpensa) MXP W62333
05/06/19; Ryanair; 1; 12.99; 30 Mi; Greece; onos JMK; 15:10; Corfu CFU U22947
30/07/19; Ryanair; 1; 17.99; 05 Lo; Greece; don LGWLondon (Gatwick) LGW; 16:25; London LGWLondon (Gatwick) LGW U28156
06/08/19; Wizz Air; 0; 19.03; 05 Th; Greece; ssaloni SKG; 13:50; Mikonos JMK U28155
03/05/19; easyJet; 0; 15.25; 20 Na; Greece; les NAP; 21:45; Naples NAP FR1370
07/05/19; easyJet; 1; 16.21; 18:15; Vienna VIE; 10:00; Vienna VIE U24851
07/05/19; easyJet; 1; 36.20; 50 At; Greece; ens ATH; 21:05; Thessaloni SKG W62839
17/10/19; Ryanair; 1; 14.99; 10 Be; Greece; lin TXLBerlin (Tegel) TXL; 14:55; Berlin TXLBerlin (Tegel) TXL U25938
22/10/19; easyJet; 0; 12.73; 10 Mi; Greece; onos JMK; 12:05; Athens ATH U25937
07/05/19; Wizz Air; 1; 24.99; 10 Lo; don LTNLondon (Luton) LTN; 16:05; London LTNLondon (Luton) LTN U22188
07/05/19; easyJet; 1; 27.82; 07:10; Greece; London LTNLondon (Luton) LTN; 14:55; Mikonos JMK
14/05/19; easyJet; 1; 25.22; 25 He; Greece; aklion HER; 14:55; Mikonos JMK U22953
16/10/19; easyJet; 0; 13.68; 00 Mi; Greece; an MXPMilan (Malpensa) MXP; 12:15; Milan MXPMilan (Malpensa) MXP U22962
20/10/19; easyJet; 0; 22.19; 35 Ke; Greece; alonia EFL; 09:45; Heraklion HER U22961
14/05/19; easyJet; 1; 17.27; 18:30; Manchester MAN; 13:20; Manchester MAN U21992
14/05/19; easyJet; 1; 37.92; 20 Br; Greece; ssels CRLBrussels (Charleroi) CRL; 20:55; Brussels CRLBrussels (Charleroi) CRL FR3222
21/05/19; easyJet; 1; 15.25; 13:30; Greece; Milan BGYMilan (Bergamo) BGY; 07:50; Milan BGYMilan (Bergamo) BGY FR4522
18/05/19; easyJet; 1; 13.68; 22:00; Preveza PVKPreveza-Lefkas PVK; 23:40; Manchester MAN
18/05/19; Ryanair; 1; 11.55; 25 Ma; Greece; chester MAN; 23:40; Manchester MAN U21994
26/05/19; Ryanair; 1; 12.99; 00 Co; Greece; fu CFU; 21:55; Preveza PVKPreveza-Lefkas PVK U21993
11/05/19; Ryanair; 0; 14.99; 17:10; Greece; Berlin TXLBerlin (Tegel) TXL; 11:30; Berlin TXLBerlin (Tegel) TXL FR55
15/05/19; easyJet; 1; 35.90; 15:30; Frankfurt FRA; 18:50; Corfu CFU
15/05/19; easyJet; 1; 17.52; 25 Mi; Greece; onos JMK; 18:50; Corfu CFU FR4164
24/09/19; Ryanair; 1; 17.99; 13:35; Greece; Milan MXPMilan (Malpensa) MXP; 12:05; Milan MXPMilan (Malpensa) MXP U22952
01/10/19; easyJet; 0; 20.68; 10:25; Greece; Bordeaux BOD; 14:55; Mikonos JMK
08/05/19; Ryanair; 1; 14.99; 21:35; Corfu CFU; 23:05; Berlin SXFBerlin (Schonefeld) SXF
08/05/19; easyJet; 1; 18.23; 15 Be; Greece; lin SXFBerlin (Schonefeld) SXF; 23:05; Berlin SXFBerlin (Schonefeld) SXF U24732
15/05/19; easyJet; 1; 12.73; 12:15; Greece; Milan MXPMilan (Malpensa) MXP; 09:05; Milan MXPMilan (Malpensa) MXP U24673
24/08/19; Ryanair; 0; 22.98; 14:00; Greece; Athens ATH; 14:45; Naples NAP
29/08/19; easyJet; 0; 25.30; 10:35; Greece; Naples NAP; 13:20; Athens ATH
07/05/19; easyJet; 1; 13.61; 15:50; Corfu CFU; 22:40; Berlin SXFBerlin (Schonefeld) SXF
07/05/19; easyJet; 1; 15.25; 20:55; Greece; Milan MXPMilan (Malpensa) MXP; 16:45; Milan MXPMilan (Malpensa) MXP U22948
15/05/19; easyJet; 1; 34.39; 07:15; Greece; Berlin SXFBerlin (Schonefeld) SXF; 15:10; Corfu CFU
14/10/19; easyJet; 1; 19.80; 30 Rh; des RHO; 15:10; Corfu CFU U22947
14/10/19; easyJet; 1; 13.68; 16:30; Greece; Rhodes RHO; 18:30; Milan MXPMilan (Malpensa) MXP
19/10/19; easyJet; 1; 11.72; 06:00; Greece; Milan MXPMilan (Malpensa) MXP; 09:50; Rhodes RHO
28/05/19; easyJet; 1; 13.61; 13:35; Corfu CFU; 19:55; Milan MXPMilan (Malpensa) MXP
28/05/19; easyJet; 1; 15.25; 18:50; Greece; Stuttgart STR; 14:50; Stuttgart STR EW2619
04/06/19; Blue Panorama; 1; 39.04; 12:15; Greece; Milan MXPMilan (Malpensa) MXP; 15:10; Corfu CFU
19/10/19; easyJet; 1; 15.25; 14:25; Athens ATH; 22:30; Naples NAP
19/10/19; Eurowings; 1; 29.99; 21:25; Greece; Catania CTA; 15:00; Catania CTA FR5104
23/10/19; easyJet; 1; 9.06; 10:35; Greece; Naples NAP; 13:20; Athens ATH
04/10/19; easyJet; 0; 15.25; 16:00; Greece; Athens ATH; 21:35; Berlin SXFBerlin (Schonefeld) SXF
09/10/19; Ryanair; 1; 24.99; 00 Be; lin SXFBerlin (Schonefeld) SXF; 21:35; Berlin SXFBerlin (Schonefeld) SXF W62315
09/10/19; easyJet; 1; 12.73; 17:00; Greece; Berlin SXFBerlin (Schonefeld) SXF; 20:55; Athens ATH
08/05/19; easyJet; 1; 17.27; 07:00; Greece; Athens ATH; 13:05; Milan MXPMilan (Malpensa) MXP
14/05/19; Wizz Air; 1; 22.49; 55 Mi; an MXPMilan (Malpensa) MXP; 13:05; Milan MXPMilan (Malpensa) MXP U22960
14/05/19; Wizz Air; 1; 9.34; 10:55; Greece; Milan MXPMilan (Malpensa) MXP; 14:25; Athens ATH
12/06/19; easyJet; 1; 23.20; 11:45; Greece; Athens ATH; 12:20; Catania CTA
19/06/19; Ryanair; 0; 21.59; 07:00; Greece; Catania CTA; 14:25; Athens ATH
09/05/19; easyJet; 0; 18.23; 50 Co; Greece; fu CFU; 14:25; Athens ATH U22607
14/05/19; easyJet; 0; 15.25; 19:40; Greece; Milan MXPMilan (Malpensa) MXP; 16:45; Milan MXPMilan (Malpensa) MXP U22948
09/07/19; Ryanair; 0; 8.85; 20:40; Poland; Krakow KRK; 21:55; Szczecin SZZ
16/07/19; Ryanair; 0; 8.85; 22:20; Poland; Szczecin SZZ; 23:35; Krakow KRK
13/06/19; Ryanair; 0; 8.85; 08:10; Poland; Gdansk GDN; 09:15; Wroclaw WRO
18/06/19; Ryanair; 0; 8.85; 06:40; Poland; Wroclaw WRO; 07:45; Gdansk GDN
18/07/19; Ryanair; 0; 8.85; 09:00; Poland; Szczecin SZZ; 10:15; Krakow KRK
25/07/19; Ryanair; 0; 8.85; 07:20; Poland; Krakow KRK; 08:35; Szczecin SZZ
16/05/19; Ryanair; 0; 8.85; 06:40; Poland; Wroclaw WRO; 07:45; Gdansk GDN
23/05/19; Ryanair; 0; 8.85; 08:10; Poland; Gdansk GDN; 09:15; Wroclaw WRO
08/05/19; Ryanair; 0; 8.85; 22:30; Poland; Gdansk GDN; 23:40; Krakow KRK
15/05/19; Ryanair; 0; 8.85; 20:50; Poland; Krakow KRK; 22:05; Gdansk GDN
08/05/19; Ryanair; 0; 8.85; 20:50; Poland; Krakow KRK; 22:05; Gdansk GDN
13/05/19; Ryanair; 0; 8.85; 22:30; Poland; Gdansk GDN; 23:40; Krakow KRK
20/06/19; Ryanair; 0; 9.11; 18:40; Poland; Gdansk GDN; 19:50; Aarhus AAR
27/06/19; Ryanair; 0; 9.78; 20:15; Poland; Aarhus AAR; 21:20; Gdansk GDN
20/06/19; Ryanair; 0; 9.11; 18:10; Poland; Poznan POZ; 19:30; Billund BLL
27/06/19; Ryanair; 0; 9.78; 19:55; Poland; Billund BLL; 21:15; Poznan POZ
11/06/19; Ryanair; 0; 9.11; 08:25; Poland; Poznan POZ; 09:55; Stockholm NYOStockholm (Skavsta) NYO
18/06/19; Ryanair; 0; 9.84; 06:30; Poland; Stockholm NYOStockholm (Skavsta) NYO; 08:00; Poznan POZ
31/05/19; Ryanair; 0; 9.11; 08:30; Poland; Warsaw WMIWarsaw (Modlin) WMI; 10:00; Stockholm NYOStockholm (Skavsta) NYO
08/06/19; Ryanair; 0; 9.84; 14:30; Poland; Stockholm NYOStockholm (Skavsta) NYO; 16:00; Warsaw WMIWarsaw (Modlin) WMI
19/06/19; Ryanair; 0; 9.11; 19:45; Poland; Warsaw WMIWarsaw (Modlin) WMI; 21:15; Goteborg GOTGoteborg (Landvetter) GOT
26/06/19; Ryanair; 0; 9.84; 21:40; Poland; Goteborg GOTGoteborg (Landvetter) GOT; 23:15; Warsaw WMIWarsaw (Modlin) WMI
21/05/19; Ryanair; 0; 9.11; 08:10; Poland; Gdansk GDN; 09:25; Stockholm NYOStockholm (Skavsta) NYO
27/05/19; Ryanair; 0; 9.84; 06:55; Poland; Stockholm NYOStockholm (Skavsta) NYO; 08:10; Gdansk GDN
13/12/19; Wizz Air; 0; 9.11; 14:20; Poland; Gdansk GDN; 17:35; Kharkov HRK
20/12/19; Wizz Air; 0; 9.90; 18:05; Poland; Kharkov HRK; 19:30; Gdansk GDN
16/02/20; Wizz Air; 0; 9.11; 12:40; Poland; Gdansk GDN; 15:00; Lviv LWO
23/02/20; Wizz Air; 0; 9.90; 15:30; Poland; Lviv LWO; 15:45; Gdansk GDN
11/02/20; Wizz Air; 0; 9.11; 06:00; Poland; Katowice KTW; 08:00; Lviv LWO
18/02/20; Wizz Air; 0; 9.90; 12:00; Poland; Lviv LWO; 11:55; Katowice KTW
14/03/20; Wizz Air; 0; 9.11; 11:30; Poland; Wroclaw WRO; 13:40; Lviv LWO
19/03/20; Wizz Air; 0; 9.90; 14:10; Poland; Lviv LWO; 14:20; Wroclaw WRO
26/01/20; Wizz Air; 0; 9.11; 18:20; Poland; Wroclaw WRO; 21:40; Kharkov HRK
02/02/20; Wizz Air; 0; 9.90; 22:10; Poland; Kharkov HRK; 23:25; Wroclaw WRO
29/01/20; Wizz Air; 0; 9.11; 13:55; Poland; Krakow KRK; 17:00; Turku TKU
05/02/20; Wizz Air; 0; 9.99; 17:35; Poland; Turku TKU; 18:40; Krakow KRK
04/06/19; Wizz Air; 0; 9.11; 11:50; Poland; Katowice KTW; 13:35; Milan BGYMilan (Bergamo) BGY
11/06/19; Wizz Air; 0; 9.99; 14:05; Poland; Milan BGYMilan (Bergamo) BGY; 15:45; Katowice KTW
20/05/19; Laudamotion; 0; 9.11; 13:25; Poland; Krakow KRK; 14:25; Vienna VIE
26/05/19; Laudamotion; 0; 9.99; 20:45; Poland; Vienna VIE; 21:45; Krakow KRK
22/05/19; Ryanair; 0; 9.11; 12:50; Poland; Wroclaw WRO; 14:30; Brussels CRLBrussels (Charleroi) CRL
29/05/19; Ryanair; 0; 9.99; 10:45; Poland; Brussels CRLBrussels (Charleroi) CRL; 12:25; Wroclaw WRO
06/06/19; Wizz Air; 0; 9.11; 10:30; Poland; Gdansk GDN; 12:25; Eindhoven EIN
12/06/19; Wizz Air; 0; 9.99; 13:00; Poland; Eindhoven EIN; 14:45; Gdansk GDN
30/05/19; Ryanair; 0; 9.11; 20:40; Poland; Warsaw WMIWarsaw (Modlin) WMI; 22:45; Brussels CRLBrussels (Charleroi) CRL
06/06/19; Ryanair; 0; 9.99; 16:35; Poland; Brussels CRLBrussels (Charleroi) CRL; 18:30; Warsaw WMIWarsaw (Modlin) WMI
18/06/19; Ryanair; 0; 9.11; 19:40; Poland; Bydgoszcz BZG; 22:30; Kiev KBPKiev (Borispol) KBP
25/06/19; Ryanair; 0; 9.99; 18:10; Poland; Kiev KBPKiev (Borispol) KBP; 19:00; Bydgoszcz BZG
22/06/19; Wizz Air; 0; 9.11; 07:00; Poland; Gdansk GDN; 09:25; Turku TKU
26/06/19; Wizz Air; 0; 9.99; 13:45; Poland; Turku TKU; 14:10; Gdansk GDN
06/03/20; Wizz Air; 0; 9.11; 13:45; Poland; Gdansk GDN; 15:15; Vienna VIE
13/03/20; Wizz Air; 0; 9.99; 21:30; Poland; Vienna VIE; 23:00; Gdansk GDN
07/11/19; Wizz Air; 0; 9.11; 06:35; Poland; Krakow KRK; 08:30; Eindhoven EIN
12/11/19; Wizz Air; 0; 9.99; 09:05; Poland; Eindhoven EIN; 10:55; Krakow KRK
06/06/19; Wizz Air; 0; 9.11; 11:45; Poland; Poznan POZ; 13:20; Eindhoven EIN
13/06/19; Wizz Air; 0; 9.99; 09:40; Poland; Eindhoven EIN; 11:10; Poznan POZ
19/06/19; Ryanair; 0; 9.11; 12:10; Poland; Wroclaw WRO; 14:05; Oslo TRFOslo (Torp) TRF
26/06/19; Ryanair; 0; 10.34; 14:30; Poland; Oslo TRFOslo (Torp) TRF; 16:20; Wroclaw WRO
12/06/19; Ryanair; 0; 9.11; 06:40; Poland; Warsaw WMIWarsaw (Modlin) WMI; 08:30; Oslo TRFOslo (Torp) TRF
18/06/19; Ryanair; 0; 10.34; 14:45; Poland; Oslo TRFOslo (Torp) TRF; 16:25; Warsaw WMIWarsaw (Modlin) WMI
19/06/19; Wizz Air; 0; 9.11; 07:00; Poland; Katowice KTW; 09:00; Oslo TRFOslo (Torp) TRF
24/06/19; Wizz Air; 0; 10.34; 13:10; Poland; Oslo TRFOslo (Torp) TRF; 15:05; Katowice KTW
22/05/19; Wizz Air; 0; 9.11; 18:40; Poland; Warsaw WAW; 20:30; Oslo TRFOslo (Torp) TRF
26/05/19; Wizz Air; 0; 10.34; 21:05; Poland; Oslo TRFOslo (Torp) TRF; 23:00; Warsaw WAW
13/05/19; Wizz Air; 0; 9.11; 10:50; Poland; Poznan POZ; 12:30; Oslo TRFOslo (Torp) TRF
20/05/19; Wizz Air; 0; 10.34; 08:35; Poland; Oslo TRFOslo (Torp) TRF; 10:10; Poznan POZ
23/05/19; Wizz Air; 0; 9.11; 15:35; Poland; Gdansk GDN; 17:05; Oslo OSLOslo (Gardermoen) OSL
31/05/19; Wizz Air; 0; 10.34; 17:55; Poland; Oslo OSLOslo (Gardermoen) OSL; 19:25; Gdansk GDN
05/06/19; Wizz Air; 0; 9.11; 07:00; Poland; Gdansk GDN; 08:50; Haugesund HAU
10/06/19; Wizz Air; 0; 10.34; 13:35; Poland; Haugesund HAU; 15:15; Gdansk GDN
04/06/19; Ryanair; 0; 9.11; 13:40; Poland; Gdansk GDN; 15:10; Oslo TRFOslo (Torp) TRF
09/06/19; Wizz Air; 0; 10.34; 08:35; Poland; Oslo TRFOslo (Torp) TRF; 09:55; Gdansk GDN
15/05/19; Wizz Air; 0; 9.11; 12:45; Poland; Katowice KTW; 14:30; Stockholm NYOStockholm (Skavsta) NYO
22/05/19; Wizz Air; 0; 10.42; 15:00; Poland; Stockholm NYOStockholm (Skavsta) NYO; 16:40; Katowice KTW
20/05/19; Wizz Air; 0; 9.11; 11:30; Poland; Wroclaw WRO; 13:10; Stockholm NYOStockholm (Skavsta) NYO
27/05/19; Wizz Air; 0; 10.42; 13:40; Poland; Stockholm NYOStockholm (Skavsta) NYO; 15:15; Wroclaw WRO
26/05/19; Wizz Air; 0; 9.11; 06:10; Poland; Katowice KTW; 07:35; Malmo MMX
02/06/19; Wizz Air; 0; 10.42; 13:50; Poland; Malmo MMX; 15:10; Katowice KTW
29/06/19; Ryanair; 0; 15.18; 06:05; Poland; Krakow KRK; 08:00; Goteborg GOTGoteborg (Landvetter) GOT
06/07/19; Ryanair; 0; 4.41; 08:25; Poland; Goteborg GOTGoteborg (Landvetter) GOT; 10:15; Krakow KRK
14/01/20; Wizz Air; 0; 9.11; 15:50; Poland; Gdansk GDN; 17:10; Billund BLL
21/01/20; Wizz Air; 0; 10.58; 17:40; Poland; Billund BLL; 18:55; Gdansk GDN
30/05/19; Ryanair; 0; 9.11; 06:00; Poland; Krakow KRK; 07:20; Berlin TXLBerlin (Tegel) TXL
05/06/19; Ryanair; 0; 12.99; 08:00; Poland; Berlin TXLBerlin (Tegel) TXL; 09:20; Krakow KRK
02/09/19; Ryanair; 0; 11.44; 09:45; Poland; Krakow KRK; 12:50; Kharkov HRK
09/09/19; Ryanair; 0; 11.99; 13:25; Poland; Kharkov HRK; 14:30; Krakow KRK
18/06/19; Wizz Air; 0; 13.78; 07:10; Poland; Katowice KTW; 09:05; Eindhoven EIN
25/06/19; Wizz Air; 0; 9.99; 13:55; Poland; Eindhoven EIN; 15:40; Katowice KTW
28/05/19; Ryanair; 0; 9.11; 18:45; Poland; Warsaw WMIWarsaw (Modlin) WMI; 20:50; Milan BGYMilan (Bergamo) BGY
05/06/19; Ryanair; 0; 14.99; 21:15; Poland; Milan BGYMilan (Bergamo) BGY; 23:15; Warsaw WMIWarsaw (Modlin) WMI
16/06/19; Wizz Air; 0; 9.11; 07:10; Poland; Wroclaw WRO; 08:40; Dortmund DTM
20/06/19; Wizz Air; 0; 14.99; 16:15; Poland; Dortmund DTM; 17:35; Wroclaw WRO
25/05/19; Ryanair; 0; 13.08; 17:25; Poland; Olsztyn SZYOlsztyn-Mazury SZY; 18:50; London STNLondon (Stansted) STN
30/05/19; Ryanair; 0; 11.55; 13:35; Poland; London STNLondon (Stansted) STN; 17:00; Olsztyn SZYOlsztyn-Mazury SZY
18/06/19; Ryanair; 0; 3.95; 22:10; Poland; Szczecin SZZ; 23:05; London STNLondon (Stansted) STN
23/06/19; Ryanair; 0; 20.79; 19:20; Poland; London STNLondon (Stansted) STN; 22:15; Szczecin SZZ
22/05/19; Wizz Air; 0; 9.11; 14:55; Poland; Gdansk GDN; 16:55; Aalesund AES
27/05/19; Wizz Air; 0; 16.61; 20:30; Poland; Aalesund AES; 22:25; Gdansk GDN
22/05/19; Wizz Air; 0; 9.11; 10:30; Poland; Szczecin SZZ; 12:05; Stavanger SVG
29/05/19; Wizz Air; 0; 16.61; 08:25; Poland; Stavanger SVG; 10:00; Szczecin SZZ
29/05/19; Wizz Air; 0; 9.11; 11:25; Poland; Szczecin SZZ; 13:15; Bergen BGO
02/06/19; Wizz Air; 0; 16.61; 09:10; Poland; Bergen BGO; 10:55; Szczecin SZZ
06/06/19; Ryanair; 0; 13.08; 15:40; Poland; Gdansk GDN; 16:45; Vaxjo VXO
13/06/19; Ryanair; 0; 12.81; 17:10; Poland; Vaxjo VXO; 18:15; Gdansk GDN
12/06/19; Ryanair; 0; 13.08; 07:00; Poland; Poznan POZ; 10:00; Kiev KBPKiev (Borispol) KBP
19/06/19; Ryanair; 0; 12.99; 10:35; Poland; Kiev KBPKiev (Borispol) KBP; 11:35; Poznan POZ
18/06/19; Ryanair; 0; 13.08; 16:20; Poland; Poznan POZ; 18:05; Milan BGYMilan (Bergamo) BGY
25/06/19; Ryanair; 0; 12.99; 14:10; Poland; Milan BGYMilan (Bergamo) BGY; 15:55; Poznan POZ
16/05/19; Ryanair; 0; 13.08; 06:20; Poland; Krakow KRK; 07:55; Hamburg HAM
23/05/19; Ryanair; 0; 12.99; 08:20; Poland; Hamburg HAM; 09:55; Krakow KRK
12/06/19; Ryanair; 0; 13.08; 06:30; Poland; Warsaw WMIWarsaw (Modlin) WMI; 08:35; Lviv LWO
19/06/19; Ryanair; 0; 12.99; 09:00; Poland; Lviv LWO; 09:05; Warsaw WMIWarsaw (Modlin) WMI
17/07/19; Ryanair; 0; 13.08; 09:40; Poland; Warsaw WMIWarsaw (Modlin) WMI; 12:20; Kiev KBPKiev (Borispol) KBP
