,City_1,City_2,Avg_Price
1321,Geneva GVA,Lisbon LIS,97.34731482360729
1322,Geneva GVA,Nice NCE,58.109285929951696
1323,Palma Mall PMI,Antwerp ANRAntwerp-Deurne ANR,212.06985031373932
1324,Prague PRG,Krakow KRK,53.324845528455285
1325,Warsaw WAW,Oslo OSLOslo (Gardermoen) OSL,93.99736842105261
1326,Cagliari CAG,Berlin TXLBerlin (Tegel) TXL U25662,161.42068181818183
1327,Heraklion HER,Bordeaux BOD U24482,109.31
1328,Heraklion HER,Nantes NTE,90.0
1329,Toulouse TLS,Bristol BRS U26140,56.20000000000001
1330,Gran Canar LPA,Porto OPO,45.98
1331,Madrid MAD,Paris BVAParis (Beauvais) BVA,54.97
1332,Milan MXPMilan (Malpensa) MXP,Stuttgart STR,35.30338038174988
1333,Turin TRN,Berlin SXFBerlin (Schonefeld) SXF,40.01893853304023
1334,London STNLondon (Stansted) STN,Aalborg AAL,57.146638329332305
1335,Cologne CGNCologne-Bonn CGN,Katowice KTW,95.09442282554048
1336,Dubrovnik DBV,Venice VCEVenice (Marco Polo) VCE,32.96287220230535
1337,Brussels CRLBrussels (Charleroi) CRL,Brindisi BDS,39.98
1338,Santorini JTR,Naples NAP,42.810833333333335
1339,Split SPU,Berlin SXFBerlin (Schonefeld) SXF,38.36763888888889
1340,Faro FAO,Bremen BRE,44.41267241379311
1341,Zadar ZAD,Cologne CGNCologne-Bonn CGN,44.86991320166321
1342,St Petersb LED,Moscow VKOMoscow (Vnukovo) VKO,44.476293907763235
1343,Milan BGYMilan (Bergamo) BGY,Bremen BRE FR5217,49.66166666666666
1344,Marseille MRS,Krakow KRK,57.71537380952382
1345,Salzburg SZG,London STNLondon (Stansted) STN,50.9827482637762
1346,Venice TSFVenice (Treviso) TSF,Dublin DUB,58.01392045454545
1347,Dusseldorf NRNDusseldorf (Weeze) NRN,Barcelona GROBarcelona (Girona) GRO FR6390,61.31357142857143
1348,Cork ORK,Barcelona GROBarcelona (Girona) GRO,61.155806451612904
1349,Dortmund DTM,London STNLondon (Stansted) STN FR1789,65.00745134228188
1350,Gdansk GDN,Manchester MAN FR4095,63.05273529411764
1351,Brussels BRU,Bucharest OTPBucharest (Otopeni) OTP 0B124,86.85999999999999
1352,Dubrovnik DBV,Brussels BRU TB2902,157.97999999999996
1353,London STNLondon (Stansted) STN,Budapest BUD FR8353,154.08988888888888
1354,Budapest BUD,Poznan POZ,156.9399835332863
1355,Riga RIX,Stavanger SVG,224.57775132275097
1356,Berlin SXFBerlin (Schonefeld) SXF,Alicante ALC,57.736666666666665
1357,Lisbon LIS,Clermont CFEClermont-Ferrand CFE,32.205454545454536
1358,Porto OPO,Poitiers PIS,30.82469097316346
1359,Krakow KRK,Oslo TRFOslo (Torp) TRF,57.801675725928305
1360,Frankfurt FRA,Krakow KRK,60.63409153005465
1361,Naples NAP,Skiathos JSI,81.9501796945193
1362,Lyon LYS,Dubrovnik DBV,62.956809913133824
1363,Madrid MAD,Milan MXPMilan (Malpensa) MXP U22706,47.47
1364,Krakow KRK,Bologna BLQ FR4322,49.197142857142865
1365,Nice NCE,Krakow KRK,69.7731926510989
1366,Split SPU,London STNLondon (Stansted) STN,52.372512195121956
1367,Palma Mall PMI,London STNLondon (Stansted) STN U23214,52.081
1368,Milan MXPMilan (Malpensa) MXP,Heraklion HER,70.17224560772321
1369,Marseille MRS,Copenhagen CPH,54.52985842985842
1370,Thessaloni SKG,Brussels CRLBrussels (Charleroi) CRL FR6447,70.367
1371,Dublin DUB,Paris BVAParis (Beauvais) BVA FR22,87.55914534470506
1372,Zadar ZAD,Cologne CGNCologne-Bonn CGN FR5283,101.69441619313804
1373,Kefalonia EFL,Manchester MAN MT1193,132.47583333333336
1374,Santorini JTR,Athens ATH FR1233,128.77833333333334
1375,Vienna VIE,Riga RIX BT434,267.83510687878976
1376,Budapest BUD,London LGWLondon (Gatwick) LGW,165.8630363937138
1377,Palma Mall PMI,Oslo OSLOslo (Gardermoen) OSL,222.21942495620888
1378,Prague PRG,Venice VCEVenice (Marco Polo) VCE,41.49564115512663
1379,Bratislava BTS,Birmingham BHX,176.25436131386863
1380,Budapest BUD,Nantes NTE,186.23177777777778
1381,Palermo PMO,Marseille MRS,163.59930952380952
1382,Kos KGS,Copenhagen CPH,83.51577102803736
1383,Barcelona BCN,Palma Mall PMI FR6362,28.729999999999997
1384,Palma Mall PMI,Bordeaux BOD V72443,63.19838461538462
1385,Palermo PMO,Rome FCORome (Fiumicino) FCO FR3947,134.7589090909091
1386,Barcelona BCN,Hamburg HAM FR128,71.91448275862071
1387,Milan MXPMilan (Malpensa) MXP,Liverpool LPL FR1432,54.825
1388,Barcelona BCN,Bordeaux BOD,60.45591069837026
1389,Wroclaw WRO,Liverpool LPL,44.07285185185186
1390,London LTNLondon (Luton) LTN,Bydgoszcz BZG,54.063637716450216
1391,Milan MXPMilan (Malpensa) MXP,Split SPU,71.10689262352439
1392,Venice TSFVenice (Treviso) TSF,Krakow KRK,46.5388157845062
1393,Chalons XCRChalons-Vatry XCR,Porto OPO,39.980000000000004
1394,Rome CIARome (Ciampino) CIA,Copenhagen CPH,57.5546919558784
1395,Oslo TRFOslo (Torp) TRF,Manchester MAN,43.81517271381183
1396,Dubrovnik DBV,Manchester MAN,51.471059523809515
1397,Athens ATH,Bologna BLQ,50.38785524820008
1398,Dublin DUB,Katowice KTW,56.575774305555555
1399,Oslo OSLOslo (Gardermoen) OSL,Krakow KRK W65034,78.70291258741258
1400,Krakow KRK,London STNLondon (Stansted) STN FR2433,70.12546297326413
1401,Haugesund HAU,Malaga AGP,70.97234817813768
1402,Palermo PMO,Milan BGYMilan (Bergamo) BGY FR6452,84.64333333333333
1403,Antwerp ANRAntwerp-Deurne ANR,Split SPU,92.29884057971014
1404,Paris CDGParis (Charles de Gaulle) CDG,Berlin TXLBerlin (Tegel) TXL U25676,170.91
1405,Brussels BRU,Gran Canar LPA TB1711,220.96
1406,Vienna VIE,Barcelona BCN EW5920,270.7257443884562
1407,Izmir ADB,Brussels BRU,312.05660759493674
1408,London LTNLondon (Luton) LTN,Pisa PSA,29.42780185758513
1409,Sevilla SVQ,Nice NCE U21624,59.32000000000001
1410,Duesseldor DUS,Copenhagen CPH EW9190,64.36
1411,Oslo OSLOslo (Gardermoen) OSL,Molde MOL,85.2
1412,Marrakech RAK,Dublin DUB,62.739999999999995
1413,Glasgow GLA,Venice VCEVenice (Marco Polo) VCE,58.96
1414,Paris CDGParis (Charles de Gaulle) CDG,Bilbao BIO,27.110000000000003
1415,Milan BGYMilan (Bergamo) BGY,London STNLondon (Stansted) STN,55.857117927212535
1416,Faro FAO,Newcastle NCL,37.77977777777778
1417,Krakow KRK,Bari BRI,40.46577381792993
1418,Milan BGYMilan (Bergamo) BGY,Brussels CRLBrussels (Charleroi) CRL FR4527,43.40930045132173
1419,Vienna VIE,Paris BVAParis (Beauvais) BVA,59.43078609506199
1420,Gdansk GDN,Vienna VIE W61781,49.13740837865838
1421,Sochi AER,Moscow VKOMoscow (Vnukovo) VKO,50.857488963998804
1422,Manchester MAN,Gdansk GDN FR4094,53.75979252242434
1423,Memmingen FMM,Thessaloni SKG,90.8795973158202
1424,Dublin DUB,Milan BGYMilan (Bergamo) BGY,53.88254569870478
1425,Nantes NTE,Dubrovnik DBV,94.81319424731176
1426,Vienna VIE,Kalamata KLX,62.951153846153844
1427,Dublin DUB,London STNLondon (Stansted) STN FR294,64.32466329479769
1428,Dublin DUB,Madrid MAD FR7256,76.12930608981677
1429,Split SPU,Dortmund DTM EW4083,89.30165966386556
1430,Oslo TRFOslo (Torp) TRF,Milan BGYMilan (Bergamo) BGY FR4558,105.97594226775979
1431,Thessaloni SKG,Dublin DUB,95.17103291290076
1432,Dublin DUB,Manchester MAN EI3322,91.6196875
1433,Vienna VIE,Stuttgart STR EW2759,108.3554699468215
1434,Paris BVAParis (Beauvais) BVA,Barcelona BCN FR6375,79.35792592592594
1435,Oslo OSLOslo (Gardermoen) OSL,Chania CHQ,150.5119693084693
1436,Nantes NTE,Budapest BUD TO4664,196.84303201108077
1437,Vienna VIE,Barcelona BCN EW5922,267.7374435113689
1438,Dublin DUB,Prague PRG FR7326,313.33563553256465
1439,Dusseldorf NRNDusseldorf (Weeze) NRN,Palma Mall PMI,70.9975
1440,Madrid MAD,Lyon LYS,50.90699091343855
1441,Kefalonia EFL,Frankfurt FRA,53.39819148936171
1442,London LGWLondon (Gatwick) LGW,Gdansk GDN,47.21527292462886
1443,Gdansk GDN,Haugesund HAU,52.91852192413626
1444,Bordeaux BOD,Porto OPO,42.78382141232517
1445,East Midla EMA,Bergerac EGC,25.345
1446,London STNLondon (Stansted) STN,Gdansk GDN,45.57020571269336
1447,London LGWLondon (Gatwick) LGW,Friedrichs FDH,35.09739565516604
1448,Wroclaw WRO,Newcastle NCL,33.468333333333334
1449,Thessaloni SKG,Milan BGYMilan (Bergamo) BGY,45.48638946170243
1450,Dublin DUB,Poznan POZ,50.221016891638115
1451,Carcassonn CCF,Cork ORK,67.94491228070176
1452,Dublin DUB,Bydgoszcz BZG,51.97122250231615
1453,Warsaw WMIWarsaw (Modlin) WMI,Dublin DUB,60.574037874640354
1454,Ibiza IBZ,London SENLondon (Southend) SEN U27448,59.88942307692308
1455,Milan MXPMilan (Malpensa) MXP,Dublin DUB,72.05207969181377
1456,Warsaw WMIWarsaw (Modlin) WMI,Athens ATH,73.01719209694838
1457,Brussels CRLBrussels (Charleroi) CRL,Bucharest OTPBucharest (Otopeni) OTP FR2101,74.58691983122364
1458,Porto OPO,Warsaw WMIWarsaw (Modlin) WMI,79.23033333333333
1459,Warsaw WAW,Lisbon LIS,81.94704545454545
1460,Sorkjosen SOJ,Tromso TOS,91.74208333333334
1461,Bodo BOO,Leknes LKN,94.0
1462,Dubrovnik DBV,Naples NAP U24806,134.1183251633987
1463,Bergen BGO,Paris ORYParis (Orly) ORY DY1476,138.415
1464,Moscow VKOMoscow (Vnukovo) VKO,Cagliari CAG DP923,177.8994404820334
1465,Athens ATH,Barcelona BCN VY8101,377.9582419867874
1466,Moscow SVOMoscow (Sheremetyevo) SVO,Prague PRG OK899,396.5261008397109
1467,Rostov ROVRostov-on-Don ROV,Prague PRG OK4915,426.5204700460829
1468,Stuttgart STR,Palma Mall PMI,55.01344813144329
1469,Amsterdam AMS,Split SPU,51.98
1470,Tenerife S TFS,Liege LGG,218.89428571428573
1471,Luxembourg LUX,Berlin TXLBerlin (Tegel) TXL,53.95
1472,Prague PRG,Warsaw WAW,258.9357777777778
1473,Santiago D SCQ,London STNLondon (Stansted) STN FR8381,74.46342105263159
1474,Palma Mall PMI,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U21058,54.467352941176465
1475,Valencia VLC,London LGWLondon (Gatwick) LGW U28224,78.83909090909093
1476,Marseille MRS,Naples NAP V72534,51.99
1477,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL,Bristol BRS,66.9925
1478,Vilnius VNO,Munich MUC,65.71
1479,Nantes NTE,Valencia VLC,26.57587939698493
1480,London STNLondon (Stansted) STN,Dortmund DTM,46.68344212091234
1481,Szczecin SZZ,Liverpool LPL,30.67951318458418
1482,Leeds LBA,Limoges LIG,31.96181818181818
1483,Bologna BLQ,Katowice KTW,39.06525673400674
1484,Brussels CRLBrussels (Charleroi) CRL,Nimes FNI,39.56355779049338
1485,Faro FAO,London STNLondon (Stansted) STN,41.019296865581694
1486,Copenhagen CPH,Gdansk GDN,42.455368815050726
1487,Liverpool LPL,Porto OPO,45.66600000000001
1488,Cologne CGNCologne-Bonn CGN,Rijeka RJK,125.51719571326998
1489,Memmingen FMM,Athens ATH,104.62741574925235
1490,Hamburg HAM,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U21024,50.899885620915036
1491,Heraklion HER,Rhodes RHO,60.44037037037037
1492,London LGWLondon (Gatwick) LGW,Dublin DUB FR123,68.84533333333333
1493,Tours TUF,London STNLondon (Stansted) STN FR8869,76.2202530974624
1494,Copenhagen CPH,Porto OPO,78.79098357151383
1495,Zadar ZAD,Berlin SXFBerlin (Schonefeld) SXF FR2919,90.50844653278952
1496,Paris BVAParis (Beauvais) BVA,Milan BGYMilan (Bergamo) BGY FR4232,110.92702850106843
1497,Porto OPO,Lyon LYS U24444,100.96246806966619
1498,Vienna VIE,Duesseldor DUS EW9755,119.22
1499,Pula PUY,Helsinki HEL DY489,155.94
1500,East Midla EMA,Riga RIX FR1664,169.26974390626518
1501,Mikonos JMK,Rome FCORome (Fiumicino) FCO VY3321,265.5816129032258
1502,Milan MXPMilan (Malpensa) MXP,Valencia VLC,78.80741806020067
1503,Palma Mall PMI,Porto OPO,88.66088383838384
1504,Bristol BRS,Nice NCE U26113,64.1064705882353
1505,Corfu CFU,Bordeaux BOD,82.46296875
1506,Malaga AGP,Geneva GVA U21434,46.3951724137931
1507,Barcelona BCN,London LTNLondon (Luton) LTN U22266,59.648
1508,Oslo OSLOslo (Gardermoen) OSL,Verona VRN,106.37
1509,Bologna BLQ,Marseille MRS,30.31721826354949
1510,East Midla EMA,Knock NOC,46.850044134477464
1511,Milan BGYMilan (Bergamo) BGY,Palma Mall PMI FR9170,33.47
1512,Katowice KTW,Lviv LWO W61295,37.49472868217055
1513,Wroclaw WRO,Bologna BLQ,57.07415179875731
1514,Dublin DUB,Rodez RDZ,48.23657121439281
1515,Bordeaux BOD,Cork ORK,81.27273357943838
1516,Krakow KRK,Geneva GVA U21420,70.24759615384616
1517,London LTNLondon (Luton) LTN,Valencia VLC U22003,68.32307692307693
1518,Madrid MAD,London LGWLondon (Gatwick) LGW U28274,79.38702702702702
1519,Strasbourg SXB,Athens ATH,77.52207407407408
1520,Brussels CRLBrussels (Charleroi) CRL,Budapest BUD FR8424,63.43625336927224
1521,Mikonos JMK,Milan MXPMilan (Malpensa) MXP U22952,77.59754141037376
1522,Copenhagen CPH,Bergen BGO,104.49320380044878
1523,Salzburg SZG,Palma Mall PMI OE542,113.5219411764706
1524,Rome FCORome (Fiumicino) FCO,Palermo PMO FR4902,126.74
1525,Athens ATH,London LTNLondon (Luton) LTN W64470,118.76075943993283
1526,Venice TSFVenice (Treviso) TSF,Budapest BUD FR5046,144.84166666666667
1527,Moscow VKOMoscow (Vnukovo) VKO,Budapest BUD W62490,152.48522138540721
1528,Catania CTA,Rome FCORome (Fiumicino) FCO FR4857,149.43433333333334
1529,Budapest BUD,Porto OPO,129.19179530201342
1530,Barcelona BCN,Trondheim TRD,313.7103609303108
1531,Palermo PMO,Nantes NTE,211.36877361918602
1532,Prague PRG,Brussels BRU,98.06215308592175
1533,Barcelona BCN,Milan MXPMilan (Malpensa) MXP,38.215454150362866
1534,Malaga AGP,Oslo TRFOslo (Torp) TRF,116.80909921886068
1535,Nis INI,Milan BGYMilan (Bergamo) BGY,39.2368805488297
1536,Pisa PSA,Berlin TXLBerlin (Tegel) TXL,57.102272727272734
1537,Athens ATH,Bari BRI V71627,69.2075
1538,Alicante ALC,Berlin TXLBerlin (Tegel) TXL U25624,155.38714285714286
1539,Bologna BLQ,Bordeaux BOD,90.815
1540,Berlin TXLBerlin (Tegel) TXL,Genova GOA,24.582954545454548
1541,Venice VCEVenice (Marco Polo) VCE,Marseille MRS,25.915028905890452
1542,Oslo TRFOslo (Torp) TRF,Lublin LUZ,33.317444306930696
1543,Wroclaw WRO,Naples NAP,58.43306818181817
1544,Warsaw WMIWarsaw (Modlin) WMI,East Midla EMA,56.70449917898193
1545,Santander SDR,Brussels CRLBrussels (Charleroi) CRL,46.2001657547699
1546,Copenhagen CPH,Lyon LYS,46.12628335413992
1547,Palma Mall PMI,Barcelona BCN FR6363,39.65133410672853
1548,Szczecin SZZ,Krakow KRK FR9508,50.12757575757576
1549,Katowice KTW,Malmo MMX W61209,49.55078493265993
1550,La Rochell LRH,Dublin DUB,49.722748378008845
1551,Berlin SXFBerlin (Schonefeld) SXF,Liverpool LPL U27224,57.731
1552,Bordeaux BOD,Dubrovnik DBV,76.57978890414384
1553,Manchester MAN,Vienna VIE U21979,66.64
1554,London LGWLondon (Gatwick) LGW,Dublin DUB FR115,68.84266666666667
1555,Warsaw WMIWarsaw (Modlin) WMI,Valencia VLC FR4537,80.00421825396826
1556,Faro FAO,London LTNLondon (Luton) LTN U22018,108.67423611111111
1557,Faro FAO,Milan BGYMilan (Bergamo) BGY FR5140,114.21551067576492
1558,Kos KGS,London STNLondon (Stansted) STN LS1482,132.7754696620584
1559,Brussels BRU,Palermo PMO TB3581,209.53248830409356
1560,Lisbon LIS,Eindhoven EIN HV6204,208.3271950224398
1561,Salzburg SZG,London LGWLondon (Gatwick) LGW U28560,215.52
1562,Lisbon LIS,Barcelona BCN VY8467,405.29650395778344
1563,Bergen BGO,Antalya AYT DY1280,545.5266666666666
1564,London STNLondon (Stansted) STN,Bilbao BIO,68.7980257997936
1565,Newcastle NCL,Split SPU,74.02202944477455
1566,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL,Toulouse TLS,46.389288461538456
1567,Edinburgh EDI,Dublin DUB,68.70459356991203
1568,Lviv LWO,Copenhagen CPH,50.12322462274264
1569,Catania CTA,Toulouse TLS,197.12176470588236
1570,Goteborg GOTGoteborg (Landvetter) GOT,Krakow KRK,61.74375
1571,Geneva GVA,Malaga AGP,88.7
1572,Athens ATH,London LGWLondon (Gatwick) LGW U28082,124.70750000000001
1573,Faro FAO,Belfast BFS FR4571,136.46333333333334
1574,Sofia SOF,Copenhagen CPH,85.00125
1575,Naples NAP,Lille LIL,25.554650993490924
1576,Warsaw WMIWarsaw (Modlin) WMI,Memmingen FMM,42.81804592086835
1577,Berlin TXLBerlin (Tegel) TXL,Vienna VIE U25845,33.6923293314501
1578,Naples NAP,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U21126,40.603810248296014
1579,Milan BGYMilan (Bergamo) BGY,Timisoara TSR FR5511,41.08195028409091
1580,Palma Mall PMI,Barcelona BCN FR6579,40.79634615384616
1581,Dublin DUB,Szczecin SZZ,51.88519342140562
1582,London STNLondon (Stansted) STN,Poznan POZ FR2336,52.87067240558554
1583,Krakow KRK,Sevilla SVQ,53.93694444444444
1584,Lyon LYS,London LGWLondon (Gatwick) LGW U28416,65.37173818897638
1585,Bordeaux BOD,Warsaw WAW W61358,73.13811753614078
1586,Dublin DUB,Poznan POZ FR1974,78.54031325301204
1587,Zadar ZAD,Karlsruhe FKBKarlsruhe-Baden Baden FKB FR5197,127.29733220401062
1588,Bergen BGO,London LGWLondon (Gatwick) LGW DY1316,163.02596096096096
1589,Moscow VKOMoscow (Vnukovo) VKO,Bratislava BTS DP801,170.64360310560963
1590,Thessaloni SKG,Prague PRG QS1123,399.93572085167443
1591,Dublin DUB,Palermo PMO FR7134,149.64740740740743
1592,Zaragoza ZAZ,London STNLondon (Stansted) STN FR2635,73.95333333333333
1593,Lisbon LIS,Porto OPO FR2096,77.73
1594,Eindhoven EIN,Pisa PSA,58.44368421052633
1595,Milan BGYMilan (Bergamo) BGY,Frankfurt FRA,41.57618821458219
1596,Bristol BRS,Shannon SNN,49.248131175507076
1597,Stuttgart STR,London LGWLondon (Gatwick) LGW,46.41464285714286
1598,La Rochell LRH,Brussels CRLBrussels (Charleroi) CRL,44.3617837431885
1599,Berlin SXFBerlin (Schonefeld) SXF,London LTNLondon (Luton) LTN,52.164020997973665
1600,Brussels BRU,Madrid MAD,41.08585374237344
1601,Milan BGYMilan (Bergamo) BGY,Luxembourg LUX FR5835,47.39180736876138
1602,Corfu CFU,Pisa PSA,48.40200114495077
1603,Palma Mall PMI,Berlin TXLBerlin (Tegel) TXL U25800,65.46765094339625
1604,Dublin DUB,La Rochell LRH FR1992,63.471924603174614
1605,Copenhagen CPH,Berlin TXLBerlin (Tegel) TXL U25686,97.65583333333333
1606,London LGWLondon (Gatwick) LGW,Dublin DUB FR113,68.54875105485232
1607,Cork ORK,London STNLondon (Stansted) STN FR902,68.4200106871508
1608,Krakow KRK,London LTNLondon (Luton) LTN U22112,72.313064358509
1609,Kefalonia EFL,Pisa PSA FR9856,88.6407380952381
1610,Dublin DUB,Milan BGYMilan (Bergamo) BGY FR9428,106.22087643415028
1611,Split SPU,London STNLondon (Stansted) STN U23022,114.00111810064934
1612,Rome FCORome (Fiumicino) FCO,Budapest BUD W62340,132.562442002442
1613,Porto OPO,Barcelona BCN FR4584,131.32792710629911
1614,Stockholm NYOStockholm (Skavsta) NYO,Zadar ZAD,78.85038318064913
1615,Riga RIX,East Midla EMA,167.5142190944469
1616,Pisa PSA,Ibiza IBZ,184.29250000000002
1617,Catania CTA,Brussels BRU,185.20687499999997
1618,Stockholm NYOStockholm (Skavsta) NYO,Katowice KTW,41.267380952380954
1619,Athens ATH,Vienna VIE,68.05120738636367
1620,Heraklion HER,Vienna VIE OE9125,125.20875000000001
1621,Corfu CFU,Vienna VIE OE1035,117.00477611940299
1622,Bordeaux BOD,Tel Aviv-Y TLVTel Aviv-Yafo (Ben Gurion) TLV U24487,407.11823529411765
1623,Santiago D SCQ,Milan MXPMilan (Malpensa) MXP,26.9634
1624,Palma Mall PMI,London LTNLondon (Luton) LTN U22272,61.5904
1625,Bordeaux BOD,Bastia BIA,30.13
1626,Valencia VLC,London LGWLondon (Gatwick) LGW U28222,80.03
1627,Cologne CGNCologne-Bonn CGN,Malaga AGP FR8804,46.47
1628,Palma Mall PMI,Dortmund DTM FR2037,57.5025
1629,Madrid MAD,London LGWLondon (Gatwick) LGW DY6050,95.60666666666667
1630,Lisbon LIS,Vienna VIE W62844,164.62
1631,Vienna VIE,Hamburg HAM,65.34
1632,Venice TSFVenice (Treviso) TSF,Bordeaux BOD,27.173911822727774
1633,Poznan POZ,Billund BLL,68.07056059358939
1634,Venice VCEVenice (Marco Polo) VCE,Toulouse TLS,27.134107142857147
1635,Mikonos JMK,Milan MXPMilan (Malpensa) MXP,27.838268872470305
1636,Pisa PSA,Brussels BRU,72.76585520292161
1637,Lisbon LIS,Toulouse TLS,36.80343995235427
1638,Porto OPO,La Rochell LRH,37.46389103853893
1639,Pula PUY,London SENLondon (Southend) SEN,41.20596344785169
1640,Krakow KRK,Shannon SNN,62.766245726495725
1641,Milan BGYMilan (Bergamo) BGY,Brussels CRLBrussels (Charleroi) CRL FR4523,49.94769906323184
1642,London STNLondon (Stansted) STN,Zadar ZAD,75.33085848927844
1643,Dublin DUB,Lisbon LIS FR7328,65.97
1644,Oslo TRFOslo (Torp) TRF,Katowice KTW W61216,78.31247197394333
1645,Heraklion HER,Milan MXPMilan (Malpensa) MXP U22962,87.19990740740741
1646,Billund BLL,Copenhagen CPH,92.97625661587811
1647,Copenhagen CPH,Heraklion HER,100.91
1648,Moscow VKOMoscow (Vnukovo) VKO,Catania CTA DP927,193.18009503792376
1649,Oslo OSLOslo (Gardermoen) OSL,Riga RIX DY1072,210.8238675128231
1650,Riga RIX,Berlin SXFBerlin (Schonefeld) SXF,126.49727582292826
1651,Nuernberg NUE,Porto OPO,51.41366255144034
1652,Palma Mall PMI,Vienna VIE OE123,82.4
1653,Corfu CFU,Leeds LBA,64.94818181818182
1654,Heraklion HER,Lyon LYS A3416,175.77785714285713
1655,Birmingham BHX,Warsaw WMIWarsaw (Modlin) WMI FR4509,74.5
1656,Milan BGYMilan (Bergamo) BGY,Cologne CGNCologne-Bonn CGN,54.429095734153876
1657,Bordeaux BOD,Cologne CGNCologne-Bonn CGN,43.1752745720468
1658,Stuttgart STR,Bologna BLQ OE2338,35.17699690402478
1659,Rome FCORome (Fiumicino) FCO,Krakow KRK,46.99635705163291
1660,Bristol BRS,Faro FAO,84.49262456198073
1661,Berlin SXFBerlin (Schonefeld) SXF,Geneva GVA U21590,49.05361100789972
1662,Bologna BLQ,Budapest BUD W62356,49.137570465686274
1663,Porto OPO,Memmingen FMM,50.88263157894733
1664,London LTNLondon (Luton) LTN,Marseille MRS U22001,53.84467452498241
1665,Warsaw WMIWarsaw (Modlin) WMI,Oslo TRFOslo (Torp) TRF FR7022,53.019999999999996
1666,Paris CDGParis (Charles de Gaulle) CDG,London LTNLondon (Luton) LTN U22432,62.59370490079636
1667,Manchester MAN,Hamburg HAM U21841,56.51657047987984
1668,Dublin DUB,Bristol BRS FR504,69.76812667545457
1669,Dubrovnik DBV,Stuttgart STR EW2953,105.08162967073622
1670,Split SPU,Manchester MAN U21968,113.95607142857142
1671,Dubrovnik DBV,Bristol BRS U26252,132.49027472527473
1672,Heraklion HER,Nantes NTE TO4629,142.11462962962963
1673,Toulouse TLS,Rome FCORome (Fiumicino) FCO U21711,180.36036011904758
1674,Heraklion HER,Budapest BUD W62444,254.56499647367377
1675,Billund BLL,Antalya AYT XQ575,357.2930765161534
1676,Riga RIX,Trondheim TRD,321.2282875578944
1677,Berlin TXLBerlin (Tegel) TXL,Rijeka RJK,109.66238527957078
1678,Sofia SOF,Dublin DUB,87.61
1679,Dusseldorf NRNDusseldorf (Weeze) NRN,Edinburgh EDI FR6241,57.17727272727273
1680,Naples NAP,Bordeaux BOD V72447,51.58
1681,Bari BRI,Katowice KTW,69.2075
1682,Ibiza IBZ,Nantes NTE,31.942844541910322
1683,Naples NAP,Nantes NTE,42.744581437752025
1684,Faro FAO,Bordeaux BOD,25.444292255039784
1685,Krakow KRK,Birmingham BHX,52.56064804888507
1686,Paris CDGParis (Charles de Gaulle) CDG,Malaga AGP U23955,29.149999999999995
1687,Vienna VIE,Stuttgart STR,36.0020411255411
1688,Gdansk GDN,Pisa PSA,36.44833333333333
1689,Porto OPO,Valencia VLC,40.56739772727269
1690,Lisbon LIS,London LTNLondon (Luton) LTN,40.89583306552108
1691,London STNLondon (Stansted) STN,Berlin SXFBerlin (Schonefeld) SXF FR8542,46.37528242524307
1692,Linz LNZ,Palma Mall PMI,49.980000000000004
1693,London LGWLondon (Gatwick) LGW,Salzburg SZG,81.88391633484379
1694,Berlin TXLBerlin (Tegel) TXL,Budapest BUD U25651,81.8069139784946
1695,Marseille MRS,Venice VCEVenice (Marco Polo) VCE V71211,64.22
1696,Brussels CRLBrussels (Charleroi) CRL,Valencia VLC FR1918,68.91499999999999
1697,Madrid MAD,Manchester MAN FR3186,78.8415309099901
1698,Turin TRN,London STNLondon (Stansted) STN FR465,81.61964285714285
1699,Faro FAO,Bristol BRS U26006,108.86793898809523
1700,London SENLondon (Southend) SEN,Palma Mall PMI,62.29309027777778
1701,Milan MXPMilan (Malpensa) MXP,Manchester MAN,57.12078042328042
1702,Paris ORYParis (Orly) ORY,Heraklion HER,142.69696428571427
1703,Eindhoven EIN,Barcelona REUBarcelona (Reus) REU,62.22
1704,Mikonos JMK,Vienna VIE,69.22890377588305
1705,Barcelona GROBarcelona (Girona) GRO,Krakow KRK,59.215769230769226
1706,Corfu CFU,Warsaw WMIWarsaw (Modlin) WMI FR8059,72.1591943127962
1707,Rhodes RHO,Berlin TXLBerlin (Tegel) TXL,55.88
1708,London LTNLondon (Luton) LTN,Toulouse TLS U22077,70.55
1709,La Rochell LRH,London LGWLondon (Gatwick) LGW,69.58500000000001
1710,Venice VCEVenice (Marco Polo) VCE,Ibiza IBZ,15.129869281045748
1711,Valencia VLC,Toulouse TLS,19.00144117647059
1712,Milan MXPMilan (Malpensa) MXP,Palma Mall PMI,45.48175294793496
1713,Bordeaux BOD,Faro FAO,57.38488863040874
1714,Nantes NTE,Naples NAP,25.122709477202193
1715,Lyon LYS,Bordeaux BOD,29.967132302008782
1716,Bordeaux BOD,Lille LIL,30.700000000000017
1717,Szczecin SZZ,Stavanger SVG,30.846838572500616
1718,Lodz LCJ,London STNLondon (Stansted) STN,33.71216517857143
1719,Venice VCEVenice (Marco Polo) VCE,Copenhagen CPH,56.95249443522264
